report begin date,report end date,month,region,type,price unit,environment,price avg
2/2/2019,2/8/2019,February,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.00
2/2/2019,2/8/2019,February,SouthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.86
2/2/2019,2/8/2019,February,SouthWest,BROWN LARGE,Per Carton,USDA Organic,3.94
2/2/2019,2/8/2019,February,SouthWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",3.11
2/2/2019,2/8/2019,February,SouthWest,WHITE LARGE,Per Carton,Conventional,1.49
2/2/2019,2/8/2019,February,SouthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.72
2/2/2019,2/8/2019,February,SouthWest,WHITE MEDIUM,Per Carton,Conventional,1.58
2/9/2019,2/15/2019,February,Alaska,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.89
2/9/2019,2/15/2019,February,Alaska,WHITE LARGE,Per Carton,Conventional,1.58
2/9/2019,2/15/2019,February,Alaska,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
2/9/2019,2/15/2019,February,MidWest,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.29
2/9/2019,2/15/2019,February,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.50
2/9/2019,2/15/2019,February,MidWest,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.88
2/9/2019,2/15/2019,February,MidWest,BROWN LARGE,Per Carton,USDA Organic,3.79
2/9/2019,2/15/2019,February,MidWest,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
2/9/2019,2/15/2019,February,MidWest,WHITE LARGE,Per Carton,Conventional,1.30
2/9/2019,2/15/2019,February,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.06
2/9/2019,2/15/2019,February,MidWest,WHITE MEDIUM,Per Carton,Conventional,0.96
2/9/2019,2/15/2019,February,National,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.29
2/9/2019,2/15/2019,February,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.57
2/9/2019,2/15/2019,February,National,BROWN LARGE,Per Carton,Conventional,1.88
2/9/2019,2/15/2019,February,National,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.88
2/9/2019,2/15/2019,February,National,BROWN LARGE,Per Carton,USDA Organic,3.71
2/9/2019,2/15/2019,February,National,BROWN LARGE,Per Carton,Vegatarian-Fed,2.07
2/9/2019,2/15/2019,February,National,WHITE EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.36
2/9/2019,2/15/2019,February,National,WHITE EXTRA LARGE,Per Carton,Conventional,2.09
2/9/2019,2/15/2019,February,National,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.59
2/9/2019,2/15/2019,February,National,WHITE EXTRA LARGE,Per Carton,USDA Organic,4.99
2/9/2019,2/15/2019,February,National,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.45
2/9/2019,2/15/2019,February,National,WHITE LARGE,Per Carton,Conventional,1.40
2/9/2019,2/15/2019,February,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.06
2/9/2019,2/15/2019,February,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.59
2/9/2019,2/15/2019,February,NorthEast,BROWN LARGE,Per Carton,Conventional,1.88
2/9/2019,2/15/2019,February,NorthEast,BROWN LARGE,Per Carton,USDA Organic,3.72
2/9/2019,2/15/2019,February,NorthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,2.50
2/9/2019,2/15/2019,February,NorthEast,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.87
2/9/2019,2/15/2019,February,NorthEast,WHITE EXTRA LARGE,Per Carton,USDA Organic,4.99
2/9/2019,2/15/2019,February,NorthEast,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.64
2/9/2019,2/15/2019,February,NorthEast,WHITE LARGE,Per Carton,Conventional,1.20
2/9/2019,2/15/2019,February,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
2/9/2019,2/15/2019,February,NorthEast,WHITE MEDIUM,Per Carton,Conventional,0.99
2/9/2019,2/15/2019,February,NorthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.63
2/9/2019,2/15/2019,February,NorthWest,BROWN LARGE,Per Carton,USDA Organic,3.28
2/9/2019,2/15/2019,February,NorthWest,WHITE LARGE,Per Carton,Conventional,1.14
2/9/2019,2/15/2019,February,NorthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.55
2/9/2019,2/15/2019,February,NorthWest,WHITE MEDIUM,Per Carton,Conventional,0.99
2/9/2019,2/15/2019,February,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.99
2/9/2019,2/15/2019,February,SouthCentral,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.88
2/9/2019,2/15/2019,February,SouthCentral,BROWN LARGE,Per Carton,Vegatarian-Fed,2.48
2/9/2019,2/15/2019,February,SouthCentral,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
2/9/2019,2/15/2019,February,SouthCentral,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.50
2/9/2019,2/15/2019,February,SouthCentral,WHITE LARGE,Per Carton,Conventional,1.52
2/9/2019,2/15/2019,February,SouthCentral,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.25
2/9/2019,2/15/2019,February,SouthCentral,WHITE MEDIUM,Per Carton,Conventional,1.25
2/9/2019,2/15/2019,February,SouthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.46
2/9/2019,2/15/2019,February,SouthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,2.00
2/9/2019,2/15/2019,February,SouthEast,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.49
2/9/2019,2/15/2019,February,SouthEast,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.00
2/9/2019,2/15/2019,February,SouthEast,WHITE LARGE,Per Carton,Conventional,2.67
2/9/2019,2/15/2019,February,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.94
2/9/2019,2/15/2019,February,SouthEast,WHITE MEDIUM,Per Carton,Conventional,2.50
2/9/2019,2/15/2019,February,SouthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.71
2/9/2019,2/15/2019,February,SouthWest,WHITE EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.36
2/9/2019,2/15/2019,February,SouthWest,WHITE EXTRA LARGE,Per Carton,Conventional,2.09
2/9/2019,2/15/2019,February,SouthWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.50
2/9/2019,2/15/2019,February,SouthWest,WHITE LARGE,Per Carton,Conventional,1.33
2/9/2019,2/15/2019,February,SouthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.71
2/9/2019,2/15/2019,February,SouthWest,WHITE MEDIUM,Per Carton,Conventional,1.66
2/16/2019,2/22/2019,February,Alaska,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.88
2/16/2019,2/22/2019,February,Hawaii,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),4.99
2/16/2019,2/22/2019,February,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.04
2/16/2019,2/22/2019,February,MidWest,BROWN LARGE,Per Carton,Conventional,1.39
2/16/2019,2/22/2019,February,MidWest,WHITE EXTRA LARGE,Per Carton,Conventional,4.69
2/16/2019,2/22/2019,February,MidWest,WHITE EXTRA LARGE,Per Carton,USDA Organic,4.99
2/16/2019,2/22/2019,February,MidWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.50
2/16/2019,2/22/2019,February,MidWest,WHITE LARGE,Per Carton,Conventional,0.99
2/16/2019,2/22/2019,February,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.24
2/16/2019,2/22/2019,February,MidWest,WHITE MEDIUM,Per Carton,Conventional,0.69
2/16/2019,2/22/2019,February,National,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.99
2/16/2019,2/22/2019,February,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.93
2/16/2019,2/22/2019,February,National,BROWN LARGE,Per Carton,Conventional,1.39
2/16/2019,2/22/2019,February,National,BROWN LARGE,Per Carton,USDA Organic,3.90
2/16/2019,2/22/2019,February,National,WHITE EXTRA LARGE,Per Carton,Conventional,4.69
2/16/2019,2/22/2019,February,National,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.49
2/16/2019,2/22/2019,February,National,WHITE EXTRA LARGE,Per Carton,USDA Organic,4.99
2/16/2019,2/22/2019,February,National,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.18
2/16/2019,2/22/2019,February,National,WHITE LARGE,Per Carton,Conventional,1.49
2/16/2019,2/22/2019,February,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.42
2/16/2019,2/22/2019,February,NorthEast,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.99
2/16/2019,2/22/2019,February,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.85
2/16/2019,2/22/2019,February,NorthEast,BROWN LARGE,Per Carton,USDA Organic,3.99
2/16/2019,2/22/2019,February,NorthEast,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.49
2/16/2019,2/22/2019,February,NorthEast,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.49
2/16/2019,2/22/2019,February,NorthEast,WHITE LARGE,Per Carton,Conventional,2.48
2/16/2019,2/22/2019,February,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.52
2/16/2019,2/22/2019,February,NorthEast,WHITE MEDIUM,Per Carton,Conventional,0.88
2/16/2019,2/22/2019,February,NorthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.84
2/16/2019,2/22/2019,February,NorthWest,WHITE LARGE,Per Carton,Conventional,1.12
2/16/2019,2/22/2019,February,NorthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.32
2/16/2019,2/22/2019,February,NorthWest,WHITE MEDIUM,Per Carton,Conventional,0.99
2/16/2019,2/22/2019,February,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.80
2/16/2019,2/22/2019,February,SouthCentral,BROWN LARGE,Per Carton,USDA Organic,2.98
2/16/2019,2/22/2019,February,SouthCentral,WHITE EXTRA LARGE,Per Carton,USDA Organic,4.99
2/16/2019,2/22/2019,February,SouthCentral,WHITE LARGE,Per Carton,Conventional,2.42
2/16/2019,2/22/2019,February,SouthCentral,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.97
2/16/2019,2/22/2019,February,SouthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.50
2/16/2019,2/22/2019,February,SouthEast,WHITE EXTRA LARGE,Per Carton,Conventional,4.69
2/16/2019,2/22/2019,February,SouthEast,WHITE LARGE,Per Carton,Conventional,1.13
2/16/2019,2/22/2019,February,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.41
2/16/2019,2/22/2019,February,SouthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.99
2/16/2019,2/22/2019,February,SouthWest,BROWN LARGE,Per Carton,USDA Organic,4.99
2/16/2019,2/22/2019,February,SouthWest,WHITE LARGE,Per Carton,Conventional,1.84
2/16/2019,2/22/2019,February,SouthWest,WHITE MEDIUM,Per Carton,Conventional,2.15
2/23/2019,3/1/2019,February,Alaska,BROWN LARGE,Per Carton,USDA Organic,3.99
2/23/2019,3/1/2019,February,Hawaii,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.66
2/23/2019,3/1/2019,February,Hawaii,BROWN LARGE,Per Carton,USDA Organic,3.99
2/23/2019,3/1/2019,February,Hawaii,WHITE LARGE,Per Carton,Conventional,0.91
2/23/2019,3/1/2019,February,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.46
2/23/2019,3/1/2019,February,MidWest,BROWN LARGE,Per Carton,USDA Organic,4.03
2/23/2019,3/1/2019,February,MidWest,BROWN LARGE,Per Carton,Vegatarian-Fed,2.99
2/23/2019,3/1/2019,February,MidWest,WHITE EXTRA LARGE,Per Carton,Conventional,1.12
2/23/2019,3/1/2019,February,MidWest,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.00
2/23/2019,3/1/2019,February,MidWest,WHITE LARGE,Per Carton,Conventional,2.36
2/23/2019,3/1/2019,February,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.63
2/23/2019,3/1/2019,February,MidWest,WHITE MEDIUM,Per Carton,Conventional,0.89
2/23/2019,3/1/2019,February,National,BROWN EXTRA LARGE,Per Carton,USDA Organic,4.79
2/23/2019,3/1/2019,February,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.48
2/23/2019,3/1/2019,February,National,BROWN LARGE,Per Carton,USDA Organic,4.05
2/23/2019,3/1/2019,February,National,BROWN LARGE,Per Carton,Vegatarian-Fed,2.61
2/23/2019,3/1/2019,February,National,WHITE EXTRA LARGE,Per Carton,Conventional,1.14
2/23/2019,3/1/2019,February,National,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.00
2/23/2019,3/1/2019,February,National,WHITE EXTRA LARGE,Per Carton,USDA Organic,4.19
2/23/2019,3/1/2019,February,National,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.49
2/23/2019,3/1/2019,February,National,WHITE LARGE,Per Carton,Conventional,1.89
2/23/2019,3/1/2019,February,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.52
2/23/2019,3/1/2019,February,NorthEast,BROWN EXTRA LARGE,Per Carton,USDA Organic,4.79
2/23/2019,3/1/2019,February,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.21
2/23/2019,3/1/2019,February,NorthEast,BROWN LARGE,Per Carton,USDA Organic,4.04
2/23/2019,3/1/2019,February,NorthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,2.50
2/23/2019,3/1/2019,February,NorthEast,WHITE EXTRA LARGE,Per Carton,USDA Organic,4.19
2/23/2019,3/1/2019,February,NorthEast,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.49
2/23/2019,3/1/2019,February,NorthEast,WHITE LARGE,Per Carton,Conventional,1.78
2/23/2019,3/1/2019,February,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.53
2/23/2019,3/1/2019,February,NorthEast,WHITE MEDIUM,Per Carton,Conventional,1.00
2/23/2019,3/1/2019,February,NorthWest,BROWN LARGE,Per Carton,USDA Organic,3.99
2/23/2019,3/1/2019,February,NorthWest,WHITE LARGE,Per Carton,Conventional,1.45
2/23/2019,3/1/2019,February,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.45
2/23/2019,3/1/2019,February,SouthCentral,BROWN LARGE,Per Carton,USDA Organic,3.99
2/23/2019,3/1/2019,February,SouthCentral,BROWN LARGE,Per Carton,Vegatarian-Fed,2.00
2/23/2019,3/1/2019,February,SouthCentral,WHITE EXTRA LARGE,Per Carton,Conventional,1.25
2/23/2019,3/1/2019,February,SouthCentral,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.99
2/23/2019,3/1/2019,February,SouthCentral,WHITE LARGE,Per Carton,Conventional,4.49
2/23/2019,3/1/2019,February,SouthCentral,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.49
2/23/2019,3/1/2019,February,SouthEast,BROWN EXTRA LARGE,Per Carton,USDA Organic,4.79
2/23/2019,3/1/2019,February,SouthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.45
2/23/2019,3/1/2019,February,SouthEast,BROWN LARGE,Per Carton,USDA Organic,4.12
2/23/2019,3/1/2019,February,SouthEast,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.99
2/23/2019,3/1/2019,February,SouthEast,WHITE LARGE,Per Carton,Conventional,0.99
2/23/2019,3/1/2019,February,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.39
2/23/2019,3/1/2019,February,SouthEast,WHITE MEDIUM,Per Carton,Conventional,1.00
2/23/2019,3/1/2019,February,SouthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.31
2/23/2019,3/1/2019,February,SouthWest,BROWN LARGE,Per Carton,USDA Organic,3.99
2/23/2019,3/1/2019,February,SouthWest,BROWN LARGE,Per Carton,Vegatarian-Fed,2.50
2/23/2019,3/1/2019,February,SouthWest,WHITE LARGE,Per Carton,Conventional,2.11
2/23/2019,3/1/2019,February,SouthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.99
2/23/2019,3/1/2019,February,SouthWest,WHITE MEDIUM,Per Carton,Conventional,1.35
3/2/2019,3/8/2019,March,Alaska,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.98
3/2/2019,3/8/2019,March,Alaska,WHITE LARGE,Per Carton,Conventional,1.25
3/2/2019,3/8/2019,March,Alaska,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),4.49
3/2/2019,3/8/2019,March,Hawaii,WHITE LARGE,Per Carton,Conventional,1.49
3/2/2019,3/8/2019,March,Hawaii,WHITE MEDIUM,Per Carton,Conventional,2.00
3/2/2019,3/8/2019,March,MidWest,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.26
3/2/2019,3/8/2019,March,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.92
3/2/2019,3/8/2019,March,MidWest,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.99
3/2/2019,3/8/2019,March,MidWest,BROWN LARGE,Per Carton,USDA Organic,3.00
3/2/2019,3/8/2019,March,MidWest,WHITE LARGE,Per Carton,Conventional,1.17
3/2/2019,3/8/2019,March,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.66
3/2/2019,3/8/2019,March,MidWest,WHITE MEDIUM,Per Carton,Conventional,0.99
3/2/2019,3/8/2019,March,National,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.22
3/2/2019,3/8/2019,March,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.83
3/2/2019,3/8/2019,March,National,BROWN LARGE,Per Carton,Conventional,1.89
3/2/2019,3/8/2019,March,National,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.20
3/2/2019,3/8/2019,March,National,BROWN LARGE,Per Carton,USDA Organic,3.67
3/2/2019,3/8/2019,March,National,BROWN LARGE,Per Carton,Vegatarian-Fed,2.50
3/2/2019,3/8/2019,March,National,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.87
3/2/2019,3/8/2019,March,National,WHITE LARGE,Per Carton,Conventional,1.29
3/2/2019,3/8/2019,March,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.44
3/2/2019,3/8/2019,March,National,WHITE LARGE,Per Carton,USDA Organic,2.66
3/2/2019,3/8/2019,March,National,WHITE LARGE,Per Carton,Vegatarian-Fed,2.91
3/2/2019,3/8/2019,March,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.02
3/2/2019,3/8/2019,March,NorthEast,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.50
3/2/2019,3/8/2019,March,NorthEast,BROWN LARGE,Per Carton,USDA Organic,4.07
3/2/2019,3/8/2019,March,NorthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,2.50
3/2/2019,3/8/2019,March,NorthEast,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.78
3/2/2019,3/8/2019,March,NorthEast,WHITE LARGE,Per Carton,Conventional,2.04
3/2/2019,3/8/2019,March,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.32
3/2/2019,3/8/2019,March,NorthEast,WHITE LARGE,Per Carton,USDA Organic,2.66
3/2/2019,3/8/2019,March,NorthEast,WHITE LARGE,Per Carton,Vegatarian-Fed,2.91
3/2/2019,3/8/2019,March,NorthEast,WHITE MEDIUM,Per Carton,Conventional,0.90
3/2/2019,3/8/2019,March,NorthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.99
3/2/2019,3/8/2019,March,NorthWest,WHITE LARGE,Per Carton,Conventional,1.37
3/2/2019,3/8/2019,March,NorthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.99
3/2/2019,3/8/2019,March,NorthWest,WHITE MEDIUM,Per Carton,Conventional,0.90
3/2/2019,3/8/2019,March,SouthCentral,BROWN EXTRA LARGE,Per Carton,USDA Organic,2.32
3/2/2019,3/8/2019,March,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.43
3/2/2019,3/8/2019,March,SouthCentral,BROWN LARGE,Per Carton,Conventional,1.89
3/2/2019,3/8/2019,March,SouthCentral,BROWN LARGE,Per Carton,USDA Organic,2.99
3/2/2019,3/8/2019,March,SouthCentral,WHITE LARGE,Per Carton,Conventional,0.98
3/2/2019,3/8/2019,March,SouthCentral,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.07
3/2/2019,3/8/2019,March,SouthEast,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.99
3/2/2019,3/8/2019,March,SouthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.96
3/2/2019,3/8/2019,March,SouthEast,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.99
3/2/2019,3/8/2019,March,SouthEast,WHITE LARGE,Per Carton,Conventional,1.03
3/2/2019,3/8/2019,March,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.43
3/2/2019,3/8/2019,March,SouthEast,WHITE MEDIUM,Per Carton,Conventional,0.79
3/2/2019,3/8/2019,March,SouthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.35
3/2/2019,3/8/2019,March,SouthWest,BROWN LARGE,Per Carton,USDA Organic,3.99
3/2/2019,3/8/2019,March,SouthWest,WHITE LARGE,Per Carton,Conventional,1.95
3/2/2019,3/8/2019,March,SouthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.89
3/2/2019,3/8/2019,March,SouthWest,WHITE MEDIUM,Per Carton,Conventional,0.80
3/9/2019,3/15/2019,March,Alaska,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.00
3/9/2019,3/15/2019,March,Alaska,BROWN LARGE,Per Carton,USDA Organic,5.99
3/9/2019,3/15/2019,March,Alaska,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
3/9/2019,3/15/2019,March,Hawaii,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.98
3/9/2019,3/15/2019,March,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",4.18
3/9/2019,3/15/2019,March,MidWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.50
3/9/2019,3/15/2019,March,MidWest,WHITE LARGE,Per Carton,Conventional,0.88
3/9/2019,3/15/2019,March,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.52
3/9/2019,3/15/2019,March,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.92
3/9/2019,3/15/2019,March,National,BROWN LARGE,Per Carton,Conventional,1.99
3/9/2019,3/15/2019,March,National,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
3/9/2019,3/15/2019,March,National,BROWN LARGE,Per Carton,USDA Organic,3.90
3/9/2019,3/15/2019,March,National,BROWN LARGE,Per Carton,Vegatarian-Fed,2.15
3/9/2019,3/15/2019,March,National,WHITE EXTRA LARGE,Per Carton,Conventional,2.99
3/9/2019,3/15/2019,March,National,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.50
3/9/2019,3/15/2019,March,National,WHITE LARGE,Per Carton,Conventional,1.53
3/9/2019,3/15/2019,March,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.54
3/9/2019,3/15/2019,March,National,WHITE LARGE,Per Carton,USDA Organic,3.99
3/9/2019,3/15/2019,March,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.97
3/9/2019,3/15/2019,March,NorthEast,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
3/9/2019,3/15/2019,March,NorthEast,BROWN LARGE,Per Carton,USDA Organic,3.62
3/9/2019,3/15/2019,March,NorthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,2.14
3/9/2019,3/15/2019,March,NorthEast,WHITE LARGE,Per Carton,Conventional,1.63
3/9/2019,3/15/2019,March,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.95
3/9/2019,3/15/2019,March,NorthEast,WHITE MEDIUM,Per Carton,Conventional,0.88
3/9/2019,3/15/2019,March,NorthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.00
3/9/2019,3/15/2019,March,NorthWest,BROWN LARGE,Per Carton,Conventional,1.99
3/9/2019,3/15/2019,March,NorthWest,WHITE LARGE,Per Carton,Conventional,0.79
3/9/2019,3/15/2019,March,NorthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.99
3/9/2019,3/15/2019,March,NorthWest,WHITE MEDIUM,Per Carton,Conventional,0.90
3/9/2019,3/15/2019,March,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.32
3/9/2019,3/15/2019,March,SouthCentral,BROWN LARGE,Per Carton,USDA Organic,3.99
3/9/2019,3/15/2019,March,SouthCentral,WHITE LARGE,Per Carton,Conventional,1.48
3/9/2019,3/15/2019,March,SouthCentral,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.06
